id,comment,label,task
train_006675,"Chất lượng sản phẩm tuyệt vời
 Đóng gói sản phẩm rất đẹp và chắc chắn
-giao hàng lâu quá.",1,9
train_004836,Samsung bắt Wi-Fi thì vô đối rồi,2,1
train_006675,Mất 5-6 ngày,0,3
train_008218,"Đặt trắng giao đen ib shop không trả lời, tiền nào của nấy. Hy vọng shop phục vụ tốt hơn",1,9
train_011884,Vải không như mong đợi,0,1
train_014166,Hàng đẹp,2,1
train_014166,Lần sau sẽ tiếp tục ủng hộ,2,9
train_003017,Chai thứ hai,1,9
train_005038,Cả trước sau đều cách viền khoảng 2-3 mm,1,9
train_005038,Kính không bao hết viền máy,0,1
train_004160,tốt,2,1
train_004160,Chất lượng sản phẩm tuyệt vời,2,1
train_003308,Chất lượng sản phẩm rất kém Thời gian giao hàng rất chậm Shop phục vụ rất kém,0,9
train_003271,"Sản phẩm giao cho khách hàng để kho quá lâu, bao bì không nguyên vẹn, bụi bẩn, không vệ sinh trước khi giao hàng",0,3
train_003271,Không hài lòng khi nhận sản phẩm,0,7
train_009353,Hàng chuẩn SPC,2,1
train_009353,Shop có thẻ bảo hành đi kèm,1,9
train_009353,Đánh giá cửa hàng 5 sao,2,9
train_000307,Đánh giá 5 sao giao hàng nhanh và hàng đúng với mô tả,2,3
train_000949,Nguyễn Tiến Thành - 7402,1,9
train_006886,"Chất lượng sản phẩm tuyệt vời
Mạng dùng ổn định hơn!",1,9
train_006886,Cảm ơn shop nhiều ạ,2,9
train_002640,"Chất lượng sản phẩm rất kém, pin chờ một ngày đã sập nguồn, sản phẩm nhìn không thật mắt, đặc biệt là viên pin. Rất không đáng tiền. Thời gian giao hàng rất chậm.",0,1
train_009790,Gửi hàng không đúng khi đặt,0,3
train_010840,Giao hàng bị lỗi một bên ống không xem được gọi điện chủ shop không bắt máy tốn tiền oan khi gửi trả mà còn phiền phức bực bội Chất lượng sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền,0,9
train_000128,"Vừa sắm em M905, thấy nói ngon nhưng mới xài nên chưa đánh giá được. Cảm nhận qua: đầm tay, chọn điểm click chính xác, wheel lăn 2 chế độ",1,9
train_000128,Mua của Trần Anh - Hà Nội,1,9
train_011079,Vừa và đẹp lắm ạ,2,1
train_000128,"Giá: 1,699 triệu",1,4
train_011293,Sản phẩm chất lượng và đóng gói nghiêm chỉnh 5 sao cho shop,2,1
train_001430,"Sp đẹp
Đóng gói sp chac chan",1,9
train_005801,Ưu điểm: Hàng đóng gói cẩn thận,2,2
train_005801,"Khuyết điểm: son lên màu choé 😬 màu son không giống với giới thiệu của nhà sản xuất.Chất son không lì mà tạo cảm giác dính dính mỗi khi bặm môi 👎 
Quá thất vọng về sp lần này của maybellin",1,9
train_004851,Hàng fake vừa bị xước vừa bị vào nước,0,1
train_005801,"Bao bì sản phẩm đẹp, son cầm rất chắc tay",2,2
train_003636,"Chất lượng hợp với giá tiền, có điều lúc hỏi mua hàng trả lời tin nhắn rất nhanh, đến khi nhận hàng không vừa nhắn tin báo đổi thì đang trực tuyến Shopee vẫn không trả lời tin nhắn, dù đã gọi báo rồi vẫn không trả lời",0,7
train_003012,Giao khá nhanh,2,3
train_005679,"Không thấy tặng đường như đã nói trên, cảm thấy Tiki bán hàng không có tâm, không hài lòng về cách phục vụ, mong Tiki khắc phục",0,5
train_000293,"Khô vừa và cay ít, trẻ con nhà mình thích ăn lắm",2,1
train_000293,Nếu ít ngọt hơn một chút thì càng tuyệt vời hơn,2,1
train_000293,Vẫn sẽ ủng hộ shop lâu dài,2,9
train_000293,Mẻ này ngon ghê,2,1
train_000999,Tốt nên mua,2,1
train_008420,Sách đẹp không nhăn. Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_001390,Tất đẹp,2,1
train_001390,Giá hợp lý,2,4
train_002157,"Theo tôi, một năm mà Hà Nội mới điều tra phát hiện 25 vụ có dấu hiệu tham nhũng thì có thể do hai yếu tố sau: 1 - Công chức bây giờ quá trong sạch, nên ở một thủ đô với vô vàn lĩnh vực như vậy mà chỉ có 25 vụ có dấu hiệu tham nhũng.",1,9
train_010789,"Không đáng tiền. Không đáng tiền. Chất lượng sản phẩm kém. Vỏ hộp sạch mà vài hạt chia bị hư, đóng dề có cả sâu nữa.",0,1
train_002157,Theo tôi nên điều tra cơ quan có chức năng chống tham nhũng xem họ quá kém về năng lực hay có nguyên nhân khác,0,9
train_000786,Sản phẩm không đúng như trong hình quảng cáo,0,1
train_000786,Quảng cáo sản phẩm YAIRZ nhưng hàng nhận lại là YANOZI,0,1
train_009067,Giao hàng nhanh tích tắc,2,3
train_009067,Chất lượng hàng thì chưa dùng nên chưa đánh giá được,1,1
train_003912,"Đóng gói sản phẩm đẹp 
Nhưng: không có đồ tháo mắc đồng hồ mặt kính không tráng Sa như quảng cáo  mặt đồng hồ ko như trong hình",1,9
train_015603,"Sản phẩm giao không đúng mẫu như hình, giao mẫu đèn xấu hoặc",0,3
train_002131,"Hộp film Fujifilm mini 20 tấm dành cho dòng máy mini Instax này chất lượng rất tốt, hình lên màu đẹp, nhìn rất khác và lạ hơn so với chụp và rửa ảnh thông thường",2,1
train_002131,Giá thành lại rất cao thật khó để lưu lại nhiều ảnh với giá thành tấm film cao như vậy,0,4
train_004341,Đã rẻ rồi còn được tặng quà,2,8
train_009094,"Mọi người nên tránh xa shop này, lừa đảo đấy ạ",0,9
train_007960,Mọi người nên cân nhắc kỹ khi mua sản phẩm này,0,1
train_001791,"Túi rất đẹp, giao hàng nhanh",2,3
train_007960,Thảm đẹp nhưng mùi cao su tái chế rất nồng và khó chịu,0,1
train_014978,Sữa tắm hắc vỏ nắp hàng mã quá,0,1
train_014978,Bóc ra rồi cho nên phí tiền quá,0,1
train_014978,để rửa tay vậy,1,9
train_016051,Mì này ngon hồi giờ rồi,2,1
train_016051,Shop giao hàng tạm nhanh,1,3
train_010440,Mới mua và quyết định ném vào sọt rác vì quá tệ độ nhạy không tốt không chạy được trên một số mặt bàn bóng,0,1
train_010520,"Em nhận được hàng rồi, giày đẹp lắm, em đi mà ai cũng khen",2,1
train_000862,Trong ảnh đẹp mà ngoài nhìn xấu kém,0,1
train_016051,Shop trả lời tin nhắn nhiệt tình,2,5
train_003882,"Thời gian giao hàng rất nhanh
Mẫu balo đẹp
Nhỏ gọn & tiện dụng",1,9
train_007705,Hàng đẹp xuất sắc triệu like,2,1
train_011500,Giày đẹp đi êm chỉ tiếc không có size lớn,1,1
train_011500,Cảm ơn Shop!,2,5
train_015053,"Chất lượng sản phẩm tuyệt vời, kích thước thực tế hơi nhỏ",2,1
train_014486,Đóng gói sản phẩm rất kém,0,2
train_014486,Gói bỉm bẩn thỉu kinh khủng đã rách vì bị cắt tem nên miếng bỉm bên trong cũng dính bụi bẩn luôn,0,2
train_014486,Giao hàng chậm,0,3
train_014486,Mình đã vứt đi coi như vứt tiền vào sọt rác vì không biết liệu đã có những con gì chui vào trong gói bỉm rồi,0,2
train_014486,Quá thất vọng!!!,0,9
train_010571,Mực kém,0,1
train_008820,Shop bán giày rẻ mà chất lượng nữa,2,1
train_008820,Sau này tiếp tục ủng hộ shop ❤️,2,9
train_010748,Mặc lên đẹp và yêu lắm lắm luôn,2,1
train_012436,Album siêu xinh luôn ạ!!,2,9
train_012436,Ảnh cũng đẹp nữa,2,1
train_005004,Dây không dám lắp âm tường chỉ lắp những chỗ đơn giản thôi,0,9
train_012436,Sẽ ủng hộ shop dài dài ❤️❤️❤️,2,9
train_005004,Dây cứng vỏ nhựa cách điện mỏng,1,1
train_012436,Siêu xinh luôn shop ạ.,1,9
train_004290,Sản phẩm bình thường giá quá cao không biết độ cứng thế nào,0,4
train_003110,"Máy hút khỏe nhưng ngắt liên tục, tôi đã gửi tin nhắn cho shop nhưng không nhận được phản hồi. Tôi không hài lòng về dịch vụ",0,5
train_001524,"Đàn tiếng nghe hay, trông rất đẹp",2,1
train_002762,Chất lượng sản phẩm tuyệt vời,2,1
train_001524,Giao hàng nhanh đóng gói cẩn thận,2,3
train_002762,Giao hàng nhanh,2,3
train_002762,Còn có cẩm nang kèm theo,1,9
train_002762,Rất ưng ý,2,1
train_002762,Giá cả rẻ hơn so với siêu thị,2,4
train_005765,Mong Tiki kiểm tra kỹ hơn. Chất lượng mình chưa hài lòng,0,1
train_008408,Áo vải đẹp chất lượng tốt,2,1
train_007297,Giày đẹp,2,1
train_007297,Giao hàng nhanh,2,3
train_007297,Gói hàng đẹp,2,2
train_007297,Thích,2,9
train_001133,Chủ shop thoải mái giao hàng nhanh,2,3
train_006542,Làm ăn như loz → Làm ăn rất tệ,0,9
train_006542,Chưa dùng đã hỏng,0,1
train_006542,Hỏi thì shop không trả lời.,0,5
train_002903,Hàng mốc quá bạn ơi!không dùng được,0,1
train_002746,"Hàng mềm mại vừa tay, cực kỳ tuyệt vời",2,1
train_009987,Shop gửi hàng không đúng mẫu,0,3
train_010185,"Em mang 36 mà sao giày này em mang lại rộng lắm, shop chắc em mang 39 càng rộng nữa nhưng mà chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn",2,1
train_009987,Dù tri ân khách hàng,2,8
train_009987,Người ta hỏi shop không nói gì,0,5
train_009987,Chất liệu được,1,1
train_008530,Lên màu rất đẹp,2,1
train_008530,Son chuẩn,2,1
train_008530,Mua có 1 thỏi lại phải đặt thêm thỏi nữa,1,6
train_010430,"Giao hàng nhanh đồng hồ đẹp, ưng còn chất lượng dùng lâu mới biết",2,3
train_000228,Sản phẩm tốt ạ,2,1
train_004121,Thời gian giao hàng rất nhanh,2,3
train_015957,"Phần giới thiệu ghi là xuất bản năm 2018 nhưng sách nhận được là năm 2008 và rất cũ, gáy sách bị dơ",0,1
train_002189,Shop chú ý đóng gói kỹ một chút nhé,0,2
train_002189,Kem nghệ Vicco này thấy review tốt quá nên dùng thử sẽ phản hồi chất lượng sau,2,1
train_002189,Giao hàng khá nhanh tuy nhiên cái hộp hàng nhận được hơi bị móp xíu dù vậy không bị đổ ra ngoài,1,3
train_002189,Cảm ơn shop nha ❤️,2,5
train_007952,Sản phẩm bị sai,0,9
train_007952,Coi như mất tiền,0,9
train_007952,Yêu cầu đổi trả trong khi chăm con không có thời gian đi ra bưu điện gửi lại hàng,0,7
train_002539,"Sản phẩm rất đáng tiền, dịch vụ phục vụ rất tốt, đóng gói sản phẩm đẹp và chắc chắn, chất lượng sản phẩm tuyệt vời",2,9
train_008428,Váy đẹp lắm!,2,1
train_003538,Thảm không như hình,0,1
train_005194,Hết hàng,0,9
train_003880,Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh tóm lại rất ưng,2,1
train_011455,Bộ này đểu chưa mặc đã bị rách túi quần với cổ áo rồi,0,1
train_011455,Chất lượng sản phẩm rất kém,0,1
train_014921,Đóng gói sản phẩm rất đẹp và chắc chắn. Chất lượng sản phẩm tuyệt vời.,2,1
train_002984,Được shop tặng quà nữa em rất là vui,2,8
train_002984,Cảm ơn chị nhiều. Hết em lại ủng hộ tiếp,2,9
train_002984,Thời gian giao hàng rất nhanh,2,3
train_003463,"Bị thiếu mất một tháng sử dụng, shop ơi :",1,9
train_010918,Rất ngon luôn chỉ lâu lâu hơi bị mặn quá,2,1
train_014283,Giày đi cứng phần gót làm trầy gót chân thất vọng,0,1
train_014283,Không biết có giả không đây,0,1
train_015990,So với giá này thì mình hài lòng,2,4
train_014712,"Chất lượng sản phẩm tạm được màu nhạt hơn nhiều so với hình, giày bị gãy form, đóng gói sản phẩm rất kém",0,2
train_009377,Shop phục vụ tận tình,2,5
train_009377,Size vừa chân bé,2,9
train_007039,Thái độ giao hàng của shipper rất khó chịu,0,3
train_009377,Tiếp tục ủng hộ shop,2,9
train_009377,Hàng đẹp như hình,2,1
train_015573,Giày đẹp đi thích lắm bạn ạ,2,1
train_014077,Đồng hồ to,1,1
train_014077,Chất lượng sản phẩm tuyệt vời,2,1
train_014077,Hợp với người 65kg sẽ đeo đẹp hơn,2,1
train_005297,sản phẩm có mùi khó chịu,0,1
train_005297,Không biết có phải là hàng fake không nữa???,0,1
train_005297,hơi hoang mang,0,9
train_006528,Có lẽ mình vẫn dùng BlackBerry10,1,9
train_006528,BlackBerry Trung Quốc nữa thì càng chịu,0,9
train_004083,Chả có hộp hiếc đàng hoàng gì. Có mỗi cây son.,0,2
train_012234,Đẹp :),1,9
train_004083,Tưởng đóng hộp đẹp lắm,1,9
train_011920,"Hàng Trung Quốc nhanh hết pin, bị lỗi, tự thoát ra khi vào ứng dụng, gia công ốp ép nóng máy, loa rẻ, màn hình và bàn phím chấp nhận được, so với giá tiền quá đắt, không có lần sau",0,1
train_001093,Chuột khuyến mãi thì dùng tốt còn bàn phím về chưa dùng được đã liệt,0,1
train_007418,Như con cặc đcm m lên á sạo lồn,1,9
train_001236,Rất đáng tiền. Shop phục vụ rất tốt,2,5
train_012313,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, giày đẹp",2,1
train_009621,Hàng rất đẹp,2,1
train_016054,"Chất lượng sản phẩm tuyệt vời, dùng rất ok",2,1
train_009621,Rất ưng,2,1
train_002597,Kích hoạt sớm trước 1 tháng không sao mà chưa biết kiểm tra thời hạn còn bao nhiêu,0,9
train_003081,Đẹp hay đáng giá tiền,2,4
train_015993,như là,1,9
train_002597,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_007663,Sản phẩm không như mô tả và mong đợi,0,1
train_007663,Cẩn thận làm theo các bước nhưng không hề có hiệu quả,0,9
train_007663,Giá quá mắc cho một sản phẩm quá tệ,0,4
train_007663,Cũng may mua có một sản phẩm,1,9
train_014538,Chữ trên lớp vỏ nhanh bị tróc,0,1
train_007663,Đề nghị Tiki xem lại hàng hóa của người bán để tránh đem nỗi thất vọng cho người mua,0,1
train_014538,Cọ chắc chắn,2,1
train_014538,Chì chắc chắn,2,1
train_005311,"Sản phẩm không sử dụng được, không có đèn báo, không ra hơi nước, cắm điện vẫn nóng nhưng không sử dụng được",0,1
train_014538,Chỉ là không đủ mềm nếu muốn kẻ thêm mắt,0,1
train_004245,"Sản phẩm không giống như hình ảnh, gọi điện nói chuyện của cửa hàng rất tồi và coi thường",0,5
train_005311,Liên hệ người bán không được giải đáp,0,5
train_000508,"Chất lượng sản phẩm rất kém, shop phục vụ rất kém, rất không đáng tiền, mạng không ổn định, chập chờn.",0,1
train_000508,Shop không hướng dẫn cài đặt mà bảo vào mạng xem,0,5
train_005853,Không nghĩ là nhận hàng nhanh thế,2,3
train_000508,Mò cả ngày mới ra,0,9
train_005853,Cảm ơn,2,9
train_005853,Hàng dày dặn và chắc chắn,2,1
train_013072,Không giống như hình,0,1
train_008749,không ổn lắm,0,1
train_005762,Mình rất ưng ý cảm ơn shop,2,1
train_007521,"Đồ bộ của bé không giống như hình, xấu, không chấp nhận được, giao hàng thiếu, còn không gọi lại cho khách hàng buộc khách hàng phải gọi cho trung tâm chăm sóc khách hàng của Sendo.",0,5
train_007521,Bán hàng vô tâm quá,0,5
train_003959,"Mùi tạm ổn, được cái đóng gói sản phẩm rất đẹp và chắc chắn",2,2
train_004876,Đặt 2 cái cùng loại nhưng không giống nhau cũng không giống hình,0,6
train_004876,Cái màu đen size nhỏ hơn dây áo cũng xấu hơn,0,1
train_004876,Và cho hỏi chị trong ảnh cao mét mấy vậy?,1,9
train_004876,Áo trong ảnh dài thế mà hàng thật rất ngắn luôn,0,1
train_004876,Sản phẩm này khá thất vọng,0,1
train_013611,Ga giường mỏng như lá lúa,0,1
train_004194,Cảm ơn shop,2,9
train_004194,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,2,1
train_007134,Chất lượng sản phẩm tuyệt vời,2,1
train_003243,Câu đã sửa: Cay quá không thể ăn được,0,1
train_007134,Không bị văng dầu mỡ,2,1
train_007134,Tiện lắm,2,9
train_009279,"Excellent product  quality Excellent packaging
Hàng chuẩn...",1,9
train_008538,Chất lượng sản phẩm rất kém. Đã vay sạc pin thì không vô. Đổi hàng lại thì không đưa tiền cho người ta. Làm ăn như vậy mất khách hết. Mà có bao nhiêu đồng đâu. Chỉ 100k thôi mà còn vậy đó. Nếu số tiền nhiều thì sao đây. Mọi người đừng nên mua hàng bên shop này nữa nhé,0,7
train_009279,👍,2,9
train_014800,"Chất lượng sản phẩm tuyệt vời, giao hàng nhanh khủng khiếp, đúng hàng nha",2,3
train_010458,Giao hàng nhanh,2,3
train_010458,Hộp giày bị bẹp,0,2
train_010458,Nhưng bù lại chất lượng giày tốt,2,1
train_010458,Hài lòng 🙂,2,1
train_011361,Shop giao hàng thiếu không bù tiền giả,0,3
train_014664,Công nhận đắp thấy thích còn hiệu quả phải chờ thời gian xem sao,1,1
train_002000,"OK, nhưng chờ đợi +5GB của Viettel hơi lâu quá 24 giờ mới cộng dung lượng",0,9
train_011402,"Hàng đểu, chất lượng kém, không nên mua",0,1
train_006415,"Hàng vừa được nhận đã hỏng một bên tai, không nghe được",0,1
train_003914,Hàng chính hãng đi êm chân và thoáng,2,1
train_007616,Đặt màu đen nhưng shop giao màu xanh,0,3
train_007616,Phản hồi với shop nhưng shop không có phương án gì trả lời cả,0,5
train_007541,lưu hương không được lâu lắm,0,1
train_007643,Giày đi nhẹ êm chân còn mềm nữa,2,1
train_002412,Hàng kém chất lượng,0,1
train_010452,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh lần thứ hai mua rồi hehe,2,9
train_002412,Có chút xíu như đồ trẻ sơ sinh,0,1
train_002412,Ghi size XXL 140cm bé 6-7 tuổi mà về bé 3 tuổi 15kg mặc không vừa,0,1
train_002412,Chẳng lẽ bé 6-7 tuổi chưa tới 15kg? Shop này lừa đảo khuyên mọi người không nên mua về mắc công quăng bỏ phí tiền.,0,9
train_012748,"đặt 2 combo là 6 cái mà shop không giao nhiều mẫu, chỉ giao 3 mẫu cho 6 cái, trong khi phân loại hàng là 3/4/5 là có 9 mẫu",0,3
train_007254,"Hàng nhìn trên thấy đẹp, về thì rất xấu",0,1
train_012748,Nếu vậy đừng để chung 3/4/5 như vậy,0,9
train_015086,Mình dùng một lần bị dị ứng nổi mẩn đỏ chi chít mặt sợ quá,0,1
train_012607,Hàng nhái,0,1
train_012607,Buồn quá!,0,9
train_002524,Đi rất vừa chân đóng gói rất cẩn thận cho shop 5 sao luôn,2,2
train_004985,Chưa bao giờ mua hàng trên Shopee mà thất vọng như lần này,0,9
train_001819,"❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
tack så mycket 😊",1,9
train_004985,"Đặt pudding thì lại ship cho một gói một hương vị, chả ra làm sao.",0,3
train_004985,Đặt hàng lâu dài để buôn bán mà shop làm ăn không ra hồn thì ai dám đặt tiếp???,0,6
train_004985,Liên hệ thì shop cũng chả thèm trả lời,0,5
train_004985,"Câu đã sửa: ""Hỏi liệu ai còn dám bỏ tiền ra mua đồ về dùng không được.""",0,1
train_006059,đặt đèn giao trắng,1,3
train_014858,Ưng 🥰🥰,2,1
train_000565,"Chất lượng sản phẩm rất kém, pin 18000 mà dùng không bằng pin 1000",0,1
train_013585,Hàng lộc,1,9
train_015226,"Hàng đẹp chuẩn 
Nhưng size 40 hơi bé so vs size thực
 Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời😍",1,9
train_014984,"Ngày còn mới, luôn chờ mẹ mình uống hiệu quả rồi sẽ nhận xét tiếp ạ.",1,9
train_014984,"Shop tư vấn nhiệt tình, sản phẩm y hình",2,5
train_014984,Năm sao,2,1
train_015644,Trong các dòng máy Nhật Bản thì Panasonic có loa ngoài lớn nhất chứ không phải nhờ cập nhật lên 4.0,1,1
train_015644,Mình đã từng dùng rất nhiều loại máy của Nhật nhưng không có ấn tượng tốt với máy này do nó quá kén phần mềm,1,9
train_005555,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn
Hàng đúng chuẩn
Chủ shop tư vấn nhiet tình,dễ chịu( nhưg tlời ib hơi chậm trễ tí xíu đó nha😋)
Sẽ ủg hộ nữa😍😍😍",1,9
train_004895,"Gậy tự sướng dài khoảng 50cm, kính trọn màu xanh biển và màu cà phê",1,9
train_004895,"Lấy 4 cái kính cường lực J7 Prime không dùng được, bỏ hết, nói chung quá tồi",0,1
train_013884,Giao một thỏi son không liên quan,0,3
train_013884,Thất vọng khi nhận hàng,0,3
train_013884,"Chính sách mới của Shopee gửi đổi trả phức tạp, mất công, mất thời gian, mất phí đi lại và tiền gửi, người mua chịu hết!",0,7
train_013884,Shop nói chịu phí ship gửi trả nhưng không thực hiện,0,7
train_013884,Không bao giờ quay lại,0,9
train_007772,"Lắc bạc rất đẹp, mỗi son lại nhiều chì, shop lại quảng cáo không chì, buồn",0,9
train_010442,Nghe đau tai nhức đầu rất bực mình,0,9
train_010542,Mình đã chọn mua sách này vì một là đọc đánh giá tưởng là truyện ngắn nội dung hấp dẫn hai là bìa đẹp,2,1
train_010542,Nhưng khi nhận sách thì thất vọng hoàn toàn vì đây là một chuỗi những tản văn và lời lẽ rất buồn,0,1
train_010542,Tâm trạng vui đọc không được buồn thì sẽ càng không đọc,1,9
train_010542,Khá thất vọng,0,1
train_002210,Sản phẩm dùng ổn định,2,1
train_002210,Đặc biệt rất thích cách phục vụ của shop,2,5
train_002210,Cảm thấy đáng tin cậy,2,9
train_002210,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_002210,Triệu like,2,9
train_007839,Máy ổn lắm,2,1
train_003622,Mới nhận được hàng chưa sử dụng nên chưa biết,1,3
train_004172,"Mình mua son chì, shop giao son kem. Mình có inbox hỏi nhưng shop không xem :",1,9
train_015672,"Chất lượng sản phẩm tốt, mùi nam tính mạnh mẽ",2,1
train_015672,Vỏ hộp và chai gia công đẹp gần như các loại nước hoa đắt tiền,2,2
train_015672,Có lẽ do cơ thể mình nhiều mồ hôi nên lưu hương không lâu khoảng 2 giờ là bay hết chỉ nghe thoang thoảng nhẹ,0,9
train_015672,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_015672,Thời gian giao hàng rất nhanh đáng tiền,2,3
train_015131,Lần trước đặt có thẻ bảo hành,1,6
train_015131,Lần sau không có kẹp tóc luôn..,0,9
train_015131,hzajjj,1,9
train_001808,"Đóng gói sản phẩm rất đẹp và chắc chắn, thấm nhanh",2,1
train_010922,Shop tư vấn rất nhiệt tình,2,5
train_010922,Chất lượng sản phẩm tuyệt vời,2,1
train_011466,Đóng gói sản phẩm rất đẹp và chắc chắn còn nội dung chưa biết vì chưa ăn,1,2
train_010922,Thời gian giao hàng cực kỳ nhanh,2,3
train_011838,Giao hàng lỗi. Đổi trả quá phức tạp. Shop không kiểm tra hàng trước khi giao,0,7
train_011705,Dây thì bị sút còn kim bật ra thì chỉnh không được,0,1
train_012296,"Giày đẹp, giao hàng hơi chậm",1,3
train_007757,"Hàng giống hình, ủng chắc chắn, màu đẹp",2,1
train_004066,Bàn chải đánh rất thích,2,1
train_012296,"Đóng gói sản phẩm hơi méo một tí nhưng mặc vào thì vẫn bình thường, phần độn có hơi bị lệch nhưng nhìn bao quát sản phẩm rất ổn",1,2
train_004066,Khá êm cầm vừa tay,2,1
train_003872,Chất lượng sản phẩm tuyệt vời,2,1
train_014301,Sản phẩm tuyệt vời hơn cả mong đợi tôi rất thích,2,1
train_003872,Dùng rất ok,2,1
train_005182,Giao hàng rất nhanh shop tư vấn nhiệt tình,2,5
train_015341,"Thời gian giao hàng rất nhanh
Chị chủ nhiệt tình 😘😘
Ủng hộ shop dài dài 💛",1,9
train_005813,"Rất ưng ý, nhưng size giày to hơn chân bé nên không mang vừa",0,1
train_001290,Mua bộ này gửi bộ khác thất vọng,0,7
train_007057,Cửa hàng phục vụ kém,0,5
train_011476,Nguyên cái Shopee là bỏ,0,9
train_011476,Bố chúng nó chứ.,1,9
train_011476,Điện thoại tổng đài chúng nó nói anh chờ 2 ngày rồi 2 ngày rồi 2 ngày lại 2 ngày,0,5
train_011476,Còn hàng thì miễn nói đúng chuẩn hàng mã nên hãy suy nghĩ trước khi sử dụng ứng dụng này,0,9
train_011476,Đặt trả hàng nguyên 3 tuần dép thấy chúng nó liên hệ,0,7
train_011476,Thân ái,1,9
train_011369,"Son màu đẹp, chất lỏng",2,1
train_000398,Giá rẻ nhưng tinh dầu loãng và nắp lọ không thuận tiện,0,1
train_011915,"Chất lượng sản phẩm rất kém, bánh ăn hôi gắt cổ không nên mua",0,1
train_012617,"Sản phẩm rất đẹp, rất hợp với giá tiền, shop phục vụ tốt",2,1
train_013290,"Thời gian giao hàng rất nhanh
Shop phục vụ rất tốt
Sẽ feedback chất lượng sau ;)",1,9
train_007545,tẩy sạch mùi thơm dễ chịu,2,9
train_013766,Giao hàng nhanh,2,3
train_010217,"Chất lượng, chủ shop dễ thương, phục vụ nhiệt tình",2,5
train_001783,Nhỏ gọn đa năng rất đáng tiền,2,1
train_010055,đái quần xéo xẻo,1,9
train_013766,"- sản phẩm tốt
Rất may mắn khi lựa chọn tin dùng hàng của shop ạh ^^",1,9
train_009643,Xấu,0,1
train_007890,Đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,2,9
train_007890,Có dịp sẽ tiếp tục ủng hộ shop,2,9
train_009643,lặp lại nhiều hình ảnh,0,9
train_003201,Chuyển hàng nhanh,2,3
train_003201,rất hài lòng về sản phẩm. Máy xay tốt,2,1
train_013795,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_013795,Khô bò ngon nhưng không chắc có phải bò thật không,0,1
train_013795,Ăn thấy có sợi tóc,0,1
train_003175,Sản phẩm không giống như hình,0,1
train_010769,Bộ này cái quần không có chữ adidas ống rộng mặc vẫn ổn,1,1
train_001562,Mình mua ở đây vài lần,1,9
train_001562,Các bạn cứ dìm lung tung,0,9
train_001562,Hôm rồi cũng đặt Vidonn A6,1,6
train_001562,Gửi đúng 3 ngày về Điện Biên,2,3
train_001562,Mua 3 món dự phòng Xiaomi + A6 + kích sóng Xiaomi,1,9
train_001562,Được bonus case và bàn di chuột,2,8
train_001562,Nói chung hàng ngon,2,1
train_001562,Giá tốt,2,4
train_001562,Đặt hàng đang trải nghiệm,1,6
train_001562,Quay tay tầm 50 độ mới sáng màn hình,0,9
train_001562,Pin sạc tầm 2 giờ,1,1
train_001562,Còn lại đang chờ đánh giá,1,9
train_008892,"Chất lượng sản phẩm rất kém, đặt hàng một kiểu giao một kiểu",0,1
train_015198,Hộp không có để hộp bé nên hỏng hết dáng giày mặc dù đã có lưu ý shop đóng gói cẩn thận để tránh bẹp mũi giày,0,2
train_015198,Giày nâng,1,9
train_015198,Không có tặng kèm lọ lau giày,0,8
train_015198,Thấy hơi thất vọng,0,9
train_007265,Sản phẩm mình dùng rất tốt,2,1
train_007265,Rất đáng tiền,2,4
train_004714,Đóng gói sản phẩm rất đẹp và chắc chắn. Shop phục vụ rất tốt. Rất đáng tiền. Thời gian giao hàng rất nhanh,2,9
